LAMMPS data file via write_data, version 29 Oct 2020, timestep = 100000000

1000 atoms
1 atom types
1000 bonds
1 bond types

-5.278335959889986 5.278335959889986 xlo xhi
-5.278335959889986 5.278335959889986 ylo yhi
-5.278335959889986 5.278335959889986 zlo zhi
0.0 0.0 0.0 xy xz yz

Masses

1 1

Pair Coeffs # lj/cut

1 1 1

Bond Coeffs # fene

1 30 1.5 1 1

Atoms # bond

943 95 1 -5.060061525775059 -4.705215028233214 -4.081405904463519 20 1 -14
299 30 1 -4.985717987353684 -4.350997556513259 -5.202521889757113 -6 -14 -24
291 30 1 -3.950839628533311 -4.52421692931048 -4.820232763013531 -6 -14 -24
87 9 1 -3.8368784263169076 -3.7525900150601847 -4.21812187809784 -3 -10 -7
421 43 1 -2.8880488926626238 -3.2712963405540623 -4.714270599593233 -5 -5 14
88 9 1 -4.616458667698208 -3.4246196820865644 -4.760957264827097 -3 -10 -7
300 30 1 -4.5729949698647125 -5.212612838394694 -5.088002028587082 -6 -14 -24
565 57 1 -3.0030170090521837 -4.1536051195128145 -3.1636704615751263 -10 -33 -22
800 80 1 -4.134998292803922 -3.443457694457777 -3.1946435092479737 -3 -25 -6
945 95 1 -4.950909028394851 -4.138068688060148 -3.2061853759907555 20 1 -14
946 95 1 -4.1230493101395025 -4.520082656957581 -3.5158730310584914 20 1 -14
86 9 1 -3.2755626245964438 -3.25371763224995 -3.6524814120401494 -3 -10 -7
81 9 1 -4.978735860608951 -2.946528579082856 -3.7838416508760626 -3 -10 -7
799 80 1 -4.791987709362494 -2.8326272738885594 -2.6526203756791635 -3 -25 -6
85 9 1 -3.1430026432141007 -2.7131775267708376 -2.8704429398700926 -3 -10 -7
653 66 1 -5.0872715688245975 -4.2857352875972134 -1.7180729601004456 7 22 -10
798 80 1 -4.411856535282088 -3.392870221955402 -1.8709857787154909 -3 -25 -6
568 57 1 -4.542345697239675 -4.8878157475393245 -2.444114426857077 -10 -33 -22
797 80 1 -3.448705149064995 -3.4061698537355496 -1.897792226708468 -3 -25 -6
567 57 1 -4.067685425338676 -4.520543703121644 -1.7010986633969707 -10 -33 -22
566 57 1 -3.6125370894972555 -4.3173210291263615 -2.464266446534021 -10 -33 -22
562 57 1 -2.7513107911389354 -5.225523844208088 -2.3950741544019305 -10 -33 -22
137 14 1 -2.6842985750036736 -2.759152702563 -1.397589679803072 0 -5 -11
785 79 1 -3.126308048749057 -3.980863696117974 -0.9934764525838604 28 -2 16
654 66 1 -5.198690652255634 -3.4890674818440846 -1.2143468559864594 7 22 -10
606 61 1 -4.383713550928439 -4.351116113124111 -0.6311986874382356 14 14 19
605 61 1 -3.685226705097122 -4.9890001535843895 -0.7150398938660762 14 14 19
796 80 1 -3.8388820246693465 -3.1689678146798377 -1.0437490508896072 -3 -25 -6
784 79 1 -2.6479412494728125 -4.771587758353793 -0.8354559393402701 28 -2 16
786 79 1 -2.672377937761 -3.6630105351868987 -0.21288413714665833 28 -2 16
607 61 1 -5.220462639465513 -4.4879097868961 -0.10030558666876654 14 14 19
770 77 1 -5.222938769788366 -2.9930307451006644 0.3643569015617114 22 11 7
764 77 1 -4.16384410820199 -3.0040511404419274 1.030551196530813 22 11 7
602 61 1 -3.1510935845980503 -4.571332477941917 0.1369593136210412 14 14 19
603 61 1 -3.924023263748691 -4.888037796561174 0.5746088426753939 14 14 19
769 77 1 -4.6145680355313194 -3.74192214158265 0.4200407824257475 22 11 7
768 77 1 -3.6539632367742234 -3.628405313320952 0.1827069529594878 22 11 7
767 77 1 -3.4092554311398615 -3.97056824727096 1.0789730910558717 22 11 7
223 23 1 -2.912679277436862 -2.7021372234181125 0.6933627943465615 -5 10 -15
617 62 1 -5.247491854723777 -4.046915114907605 1.2282611628092175 28 2 -18
